261;zweimal;дважды
262;ärzte;врачи
263;zufällig;случайно
264;äußerst;очень
265;zermalmen;раздавить
266;zeitverschwendung;пустая трата времени
267;überweisung;денежные переводы
268;öffentliche;общественное
269;zirkus;цирк
270;zerreißt;разрывает
271;übernahm;занял
272;überfallen;ограбить
273;zirkel;круг
274;zweigstelle;филиал
275;zehn;десять
276;ähnelt;напоминает
277;überfall;засада
278;zürnen;сердиться
279;zahnpflegerin;дантист
280;östlich;на восток
281;zaun;забор
282;zusammenbleiben;держаться вместе
283;übermorgen;послезавтра
284;zugänglich;доступный
285;zustimmen;согласиться
286;zwischenfall;инцидент
287;zeugen;свидетелей
288;zaubertrick;фокус
289;übergabe;обмена
290;überrascht;удивленный
291;zutritt;доступ
292;übersteigen;превышать
293;zieh;надень
294;zunächst;сначала
295;zeitungen;газеты
296;öffnung;открытость
297;zweitens;во-вторых
298;zart;нежный
299;zunehmende;растущее
300;zwar;хотя
301;zeigte;показал
302;zigarre;сигара
303;überall;везде
304;zulangen;взятый
305;zunehmend;все
306;zurückzukommen;вернуться
307;zieht;переезжает
308;ältere;старший
309;überraschend;удивительный
310;zustopfen;затыкать
311;zigarettenrauchen;курение
312;zuhälter;сутенёром
313;überbewerten;преувеличивать
314;äpfeln;яблоками
315;zivilisation;цивилизация
316;zeitsprung;скачок
317;zweiten;второй
318;überzeugenden;убедительный
319;ähneln;напоминать
320;zwanzig;двадцать
321;überheblichkeit;самоуверенность
322;übersicht;таблица
323;zivilisten;гражданских лиц
